"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060419","GO:0060419","heart growth","42/4762","100/18805",0.42,1.65856782864343,3.84513439635242,0.000191217207881322,0.00454809354647057,0.00375172413316046,"YAP1/TGFB2/FOXP1/RGS4/ZFPM2/ERBB4/PROX1/DUSP6/FGFR2/FGF9/TP73/TGFBR3/S1PR1/FGFR1/RGS2/TBX20/ACACB/FGF2/DIPK2A/TBX2/HEY2/GATA6/PPARA/GSK3A/TENM4/GATA4/MESP1/COL14A1/SKI/EDN1/MEF2C/NOG/PRKG1/RUNX1/NOTCH1/SMAD1/PIM1/MAPK11/NRG1/G6PD/ADPRHL1/GLI1",42
"GO:0007422","GO:0007422","peripheral nervous system development","38/4762","88/18805",0.431818181818182,1.70523748615937,3.86143273070707,0.000191604827900091,0.00454809354647057,0.00375172413316046,"ADGRG6/ERBB3/SH3TC2/ETV1/POU4F1/SCN8A/NFASC/PLXNA4/UGT8/GDNF/NDRG1/POU3F2/AKT2/HAND2/HOXD9/NEFH/ISL2/NAB1/LAMA2/NHLH2/SKI/ADGRB2/NTRK2/PLEC/RUNX1/SOX10/ARHGEF10/LGI4/ADGRB1/ERBB2/SERPINI1/ONECUT2/NRG1/LAMB2/PMP22/ARTN/ALDH3A2/PARD3",38
"GO:0044703","GO:0044703","multi-organism reproductive process","77/4762","211/18805",0.364928909952607,1.44109368997454,3.75210970828284,0.000197273692226134,0.00466511645211914,0.00384825637348674,"CLDN4/ITGA2/VMP1/PSG9/DSG2/PSG3/EMP2/PSG5/H3-3A/PTGFR/ADCYAP1/CNR1/ITGA3/TRO/ADRA2A/BCL2/IGFBP2/PRDX3/COL16A1/GJA1/PRLR/IGFBP7/PSG1/IGFBP5/STS/CTSB/AVPR1A/NDP/MMP2/PTGS2/ARHGDIB/RGS2/ERRFI1/LOC102724560/LDOC1/CSMD1/TGFB3/TIMP1/ACVR1C/SYDE1/CAPN2/ADCY7/H3-3B/SERPINE2/SLC38A2/PARP1/TEAD4/ITGB3/PTN/PLA2G4C/PSG4/IL1B/CRHR1/STOX2/NR2F2/PSG6/EDN1/FBN2/MMP9/ACVR2A/STC2/APLF/POLR1B/CAD/HSD11B2/ESR1/SPHK2/MIR21/FBLN1/LNPEP/STC1/FOSL1/CORIN/SMURF2/ITGA5/DEDD/PPARD",77
"GO:0042471","GO:0042471","ear morphogenesis","52/4762","131/18805",0.396946564885496,1.56753048145144,3.79573628464963,0.000202294185589259,0.00476599062615888,0.00393146751883603,"NTN1/FOXG1/ALDH1A3/PRRX1/MYO6/ZEB1/EYA1/PROX1/SOBP/MAFB/FGFR2/LRIG1/FGF9/TFAP2A/TWIST1/HPN/FGFR1/SIX2/TSHZ1/SIX1/SLITRK6/TBX2/DLX6/MYO3A/KCNQ4/USH1G/HOXA1/CTHRC1/TBX1/GBX2/HMX2/DLX5/PTK7/EDN1/TRIOBP/LRIG3/NOG/SIX4/COL11A1/WNT5A/FZD6/NKX3-2/STRC/SCRIB/PAX8/CDH23/CHD7/TECTA/HOXA2/WDR19/SPARC/SPRY2",52
"GO:0003018","GO:0003018","vascular process in circulatory system","97/4762","278/18805",0.348920863309353,1.37787837768424,3.69625358057065,0.000219821757238297,0.00515968243569743,0.00425622404545136,"TJP2/EGFR/F2RL1/ADORA2B/DOCK5/ABCG2/P2RY2/ATP2B4/CAV1/ABCC9/ITGA4/ZEB2/SH3GL2/SLC6A6/NTS/SLC1A2/SLC8A1/DOCK4/SLC7A8/PTPRJ/ADRA2A/SLC2A13/TJP3/SLC16A7/HTR7/SLC4A8/SLC6A17/NOS3/SVEP1/ADORA1/GUCY1A1/HTR1D/SLC1A1/AVPR1A/CDH5/INSR/MMP2/SLC2A3/PTGS2/HTR1A/RGS2/AMOT/RAMP2/SLC8A2/LOC102724560/PDE3A/ACTA2/ABCC4/EXT1/SLC4A4/FGFBP3/CTNNBIP1/ADRB2/ATP2A3/ADRA2C/KCNMA1/ITGB1/ABCC3/VSTM4/MFSD2A/SLC38A2/TACR2/F2R/SLC13A3/NPR1/HRH1/LRP3/ZDHHC21/ATP1A2/ABCC2/PDE2A/SLC38A5/GRIP2/EDN1/SLC24A3/UTS2B/PLEC/SLC22A3/PRKG1/SLC7A2/TJP1/SLC22A1/MIR21/SLC5A5/OCLN/EDN2/GPER1/DDAH1/KCNMB2/SOD2/SLC6A13/SLC15A2/ATP2B1/BDKRB2/NPPC/GCLC/PPARD",97
"GO:0002065","GO:0002065","columnar/cuboidal epithelial cell differentiation","47/4762","116/18805",0.405172413793103,1.60001412040725,3.77474225254527,0.00022863360680243,0.00534663923463164,0.00441044478151432,"YAP1/CAV1/INSM1/SOX11/PROX1/FGFR2/FOXA1/CDH2/POU3F2/SOX4/GJA1/BMP4/TP73/WDR77/HOXA5/MAP1B/FST/NKX2-2/TUBB/PTK6/DLX3/WDR72/FGF2/NFIB/RARG/CBFA2T2/EXT1/TP63/GATA6/GATA4/KLF5/ONECUT1/EMX1/CDKN1A/BMP2/TMEM231/IL6ST/NOTCH1/TIGAR/TJP1/NTF4/HES1/NKX3-2/SERPINE1/IL31RA/DLG5/RARB",47
"GO:0007009","GO:0007009","plasma membrane organization","65/4762","173/18805",0.375722543352601,1.48371743547788,3.72198762106712,0.000235033084213288,0.00547601067794355,0.00451716333535579,"MYOF/SYTL4/VMP1/CHMP4C/SH3TC2/TGFB2/ATP10A/GSN/CAV1/MTSS1/EMP2/ATP8B1/COL5A1/SYT11/ANK2/XKR7/AHNAK/MAFB/ANO5/SERPINA5/NDRG1/BAIAP2L1/ABCD2/XKR4/ATG9B/AKT2/CHMP1B/ANO4/CAVIN2/CXCR4/PLSCR4/TMEFF2/UGCG/C16orf92/PACSIN1/PTEN/CHMP4A/DMKN/SNX9/IZUMO1/CLPTM1L/CASP7/CAV2/CHMP2B/TRPC5/ARL8B/CHMP3/P2RX7/CRB1/SYPL2/PLEC/MYH9/NOX5/TLCD2/ANXA2/TMEM41B/XRCC4/RAB3A/FNBP1L/BIN1/TRIM72/ASAP1/SPTBN1/FLOT1/SH3GLB1",65
"GO:0006939","GO:0006939","smooth muscle contraction","45/4762","110/18805",0.409090909090909,1.61548814478256,3.77001578759419,0.000237581308625427,0.00551503081860642,0.00454935106454571,"ITGA2/ADORA2B/DOCK5/ATP2B4/CAV1/CHRNA3/SSTR2/CHRNB2/KCNB2/NPNT/SLC8A1/DOCK4/GDNF/ADRA2A/DRD2/HTR7/GUCY1A1/HTR1D/MYLK/APBB2/CHRM3/PTGS2/RGS2/PTGER3/CTTN/TBX2/ACTA2/ADRB2/ADRA2C/KCNMA1/TACR2/F2R/ZDHHC21/ATP1A2/GRIP2/EDN1/SULF1/PRKG1/TNNI3/MIR21/EDN2/GPER1/NMU/ATP2B1/BDKRB2",45
"GO:0007188","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","95/4762","272/18805",0.349264705882353,1.37923620204066,3.66869194845125,0.000243829145208653,0.00563933048662064,0.00465188590897403,"ADGRG6/ADORA2B/ADGRF1/ATP2B4/SSTR2/GRIK3/ADGRL2/ABCA1/GNAO1/ADGRL3/PDE3B/PTGFR/PRKAR2B/GABBR2/RAMP1/ADCYAP1/PDE4B/LPAR3/CNR1/OPRD1/ADGRB3/RIMS2/GPR12/CHGA/ADRA2A/DRD2/ADGRG4/HTR7/ADCYAP1R1/ADORA1/RAPGEF4/HTR1D/S1PR1/CORT/GRK5/PRKCA/CHRM3/HTR1A/RGS2/DRD4/CALCRL/PTGER3/RAMP2/GPR37/S1PR5/MRAP2/PDE3A/GRM4/GPR3/ADGRF3/GNG2/PDE4D/GPR176/GRM2/GNAI2/VIPR1/HRH3/GNAZ/GSK3A/ADRB2/CXCL11/SCT/CXCL10/OPRL1/ADCY7/GPR62/PSAP/ITGB3/TSHR/CRHR1/GNAL/ADGRG1/PDE2A/PRKACB/GPR161/EDN1/ADGRE2/ADGRB2/GNB1/MC5R/APLP1/GPR61/ADGRB1/ADGRF4/ADGRD1/MAPK7/MRAP/GIPR/GPER1/ADGRL1/ADM5/PRMT5/MCHR1/ADGRE5/GNAI3",95
"GO:0070588","GO:0070588","calcium ion transmembrane transport","118/4762","350/18805",0.337142857142857,1.33136737265255,3.64398525209365,0.000247397280411595,0.00568603550263417,0.00469041289482584,"VMP1/TMBIM1/CYBA/PKD1L2/ATP2B4/CAV1/ATP2C2/CEMIP/CACNA2D1/PLCG1/SNCA/PLCB1/ITPR3/PLCG2/ANK2/PRKD1/SLC24A2/PLCB4/AHNAK/NALF2/CACNA1C/DMD/GPM6A/PDE4B/CACNG4/SLC8A1/MICU1/GRIN2B/ITPR2/MCU/PLCL2/ADRA2A/DRD2/BCL2/JPH4/NALF1/ADCYAP1R1/THY1/GSTO1/CHERP/STAC2/TRPM6/ASPH/TMCO1/CHRNA7/SLC24A5/MICU3/CACNB4/SLC8A2/FYN/TMC1/TRPC6/FGF2/TRPM8/ATP2B3/PDE4D/GP1BB/JPH2/PTK2B/DIAPH1/ATP2A3/CXCL11/CXCL10/RYR2/CALM1/LYN/ATP2B2/TMBIM6/F2R/ITGB3/TRPV3/TRPC4/CACNG6/CRHR1/ATP1A2/TRPC5/SRI/UBASH3B/STIM2/PPP3CA/P2RX7/EDN1/PDPK1/SLC24A3/CACNG2/RGS9/MCUR1/P2RX4/CLIC2/CACNA2D4/TMC2/PSEN2/GRIN1/CORO1A/GAS6/MIR21/PTPN6/JPH1/ORAI3/TRPM5/GPER1/P2RX5/BIN1/CBARP/PKD1/G6PD/CHD7/TPCN1/ATP2B1/ATP2C1/MCOLN3/GHITM/PRNP/SLC24A4/SELENON/KCNN4/GRIN2C/P2RY6",118
"GO:0045932","GO:0045932","negative regulation of muscle contraction","15/4762","25/18805",0.6,2.36938261234775,3.98966920324794,0.000247649629905669,0.00568603550263417,0.00469041289482584,"ADORA2B/DOCK5/DOCK4/ADRA2A/GUCY1A1/PTGS2/RGS2/PDE5A/ADRB2/ATP1A2/SRI/TNNT1/PRKG1/ADCY10/BIN1",15
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","113/4762","333/18805",0.339339339339339,1.34004121719367,3.64574750920158,0.000249261159624916,0.00570230058649174,0.00470382996881802,"EGFR/CDH3/YAP1/SMAD3/SCEL/DKK1/CAV1/CTNND2/ZEB2/DAB2/TBL1X/MCC/SOX2/DKK3/CTNND1/GPC3/TLE2/DAAM2/FGFR2/NKD1/TMEM170B/FZD7/TCF7L2/CDH2/ZBED3/FZD1/DISC1/FOXD1/PTPRO/BICC1/SOX4/IGFBP2/FGF9/TMEM198/IGFBP4/FZD8/FUZ/NDP/DIXDC1/LGR5/WNT5B/DACT3/KREMEN1/SFRP1/LRRK2/APC2/LRRK1/TMEM196/TPBG/GPRC5B/DACT1/MIR1260B/RAB5A/CDK14/FGF2/WNK2/RARG/NR4A2/EXT1/AXIN2/GLI3/PTEN/GSK3A/CTNNBIP1/CTHRC1/SFRP4/MESP1/JADE1/WLS/WNT16/DRAXIN/TPBGL/DLX5/ATP6AP2/PPP2R3A/UBAC2/TCF7L1/PTK7/EDN1/PYGO1/WNT9A/EDA/BMP2/RUVBL2/NOG/FZD4/SOX10/KANK1/CCNYL2/NOTCH1/JUP/WNT7B/NFKB1/WNT5A/STK3/FOXO1/SOX13/SOSTDC1/FZD6/SIAH2/TLE5/RSPO2/COL1A1/RNF220/SMURF2/ZNRF3/BCL9L/IGFBP6/SNAI2/GLI1/CCAR2/FRMD8/TCF7",113
"GO:0007214","GO:0007214","gamma-aminobutyric acid signaling pathway","17/4762","30/18805",0.566666666666667,2.2377502449951,3.95087731897781,0.000251942793850043,0.00571709750327129,0.00471603595121723,"GABRB2/GABBR2/GPR156/PLCL2/GABRA1/GABRA2/PIANP/HTR1A/GABRG2/CACNB4/GNAI2/GABRA3/GABRB3/SHISA7/GABRE/GABRR2/GABRA6",17
"GO:0060021","GO:0060021","roof of mouth development","39/4762","92/18805",0.423913043478261,1.67402032394135,3.77385375143384,0.000253277792572364,0.00571709750327129,0.00471603595121723,"TGFB2/PRRX1/ITGB6/FRAS1/SGPL1/SOX11/ITGB8/FZD1/WFIKKN2/TFAP2A/TGFBR3/IRF6/TWIST1/ASPH/BNC2/TSHZ1/HAND2/TBX2/FOXE1/TGFB3/DLX6/GLI3/ALX4/TBX1/GDF11/DHRS3/BCOR/DLX5/GABRB3/TCF21/SKI/PDGFRA/PAK1IP1/WNT5A/EPHB3/CHD7/ANP32B/SNAI2/BBS7",39
"GO:0150063","GO:0150063","visual system development","138/4762","419/18805",0.329355608591885,1.30061575379471,3.62380640738245,0.000253395879705355,0.00571709750327129,0.00471603595121723,"FAT1/EGFR/TSPAN12/GRHL2/NOTCH2/SMAD3/NRP1/TGFB2/ALDH1A3/SALL2/NEUROD1/ATP2B4/PAX6/COL5A1/ZEB1/SOX2/CABP4/NEUROD4/SOX11/TUB/HCN1/BCL11B/FAT3/OLFM3/PROX1/CACNA1C/GPM6A/CDON/NKD1/ZHX2/DCX/SLC17A6/RCN1/DLX1/DRD2/PTPRM/BCL2/BARHL2/PXDN/SOX4/SHROOM2/THY1/FGF9/LHX1/FREM2/COL8A2/PBX3/GJA1/BMP4/TH/TFAP2A/SMOC1/CELF4/SLC1A1/CRYAB/THRB/EPHB1/NDP/LAMC3/DLX2/WNT5B/TWIST1/SDK2/FBN1/SLC17A7/ADAMTS9/FGF2/NFIB/SLITRK6/TBX2/RARG/KDM2B/SDK1/GLI3/MFN2/NHS/TCIRG1/EPHA2/SLC7A11/LHX2/VSTM4/MFSD2A/RHOJ/FOXN4/JMJD6/ATP2B2/GDF11/PLAAT1/NR2E1/SERPINF1/WNT16/SIX3/COL5A2/GNGT1/PBX1/PLAAT3/FKRP/PPP2R3A/BBS1/SKI/CRB1/EFEMP1/MIP/PDGFRA/NTRK2/NPHP1/WNT9A/FBN2/GNB1/RAB11FIP4/SH3PXD2B/SIPA1L3/ZNF513/FZD4/CYP1B1/TMEM231/DTNBP1/NOTCH1/WNT7B/MITF/WNT5A/SAMD11/HES1/MAN2A1/LAMB2/AQP1/CHD7/PKNOX1/ARSG/WDR19/IMPG2/MDM1/CDKN1C/RARB/BBS7/SOX12/RPL24/SPRY2",138
"GO:0033627","GO:0033627","cell adhesion mediated by integrin","38/4762","89/18805",0.426966292134831,1.68607751440477,3.7779094104056,0.000253529822761476,0.00571709750327129,0.00471603595121723,"ITGA6/ITGA2/TGFB2/JAM3/ITGA4/ITGB6/PDE3B/NPNT/ITGB8/ITGA3/DPP4/NEXMIF/COL16A1/CCN3/PIEZO1/EMILIN1/TESC/FBN1/ITGAX/EXT1/ADAM9/ITGA10/EPHA2/ITGB1/ITGA7/LYN/PLPP3/ITGB3/EMILIN2/PLAU/CYP1B1/SYK/SERPINE1/PTPN6/ITGAD/ITGA5/SNAI2/ITGB2",38
"GO:0051147","GO:0051147","regulation of muscle cell differentiation","63/4762","167/18805",0.377245508982036,1.48973158261386,3.70174555156047,0.00025530755389785,0.00573669713633816,0.00473220369614745,"ENG/ATP11A/NOTCH2/DKK1/FOXP1/EREG/RGS4/ZEB1/PRKD1/PROX1/PRDM6/FGFR2/FZD7/BCL2/SOX6/FGF9/CCN3/RBM24/BMP4/PIEZO1/RGS2/MEGF10/LAMB1/HEY2/SHOX2/PPARA/GSK3A/TBX1/MESP1/BHLHE41/LAMA2/SUPT6H/EDN1/OLFM2/DNMT1/SIK1/BMP2/MEF2C/NOTCH1/SMAD1/MIR221/MMP14/LMOD3/HOPX/MIR21/HDAC9/MAPK11/CYP26B1/NRG1/MAMSTR/NID1/GPER1/PTBP1/LAMB2/SOD2/G6PD/TRIM72/ARRB2/YBX1/NFATC2/PDGFB/ID2/RBM38",63
"GO:0010463","GO:0010463","mesenchymal cell proliferation","23/4762","46/18805",0.5,1.97448551028979,3.85335772944454,0.000272633333582608,0.00610427967461201,0.00503542267475455,"PRRX1/ZEB1/GPC3/FGFR2/FGF9/BMP4/SMO/SYNE1/FGFR1/IRS2/SIX2/HAND2/SIX1/DCHS1/NFIB/TBX2/SHOX2/PDGFA/CTNNBIP1/TBX1/BMP2/STAT1/WNT5A",23
"GO:0036006","GO:0036006","cellular response to macrophage colony-stimulating factor stimulus","28/4762","60/18805",0.466666666666667,1.84285314293714,3.80780484646899,0.000276316173402352,0.00616487745181077,0.00508540980470461,"EGFR/DDR2/EPHA3/MET/ERBB4/EPHA4/EPHA6/FGFR2/NTRK3/EPHA7/EPHA5/EPHB1/INSR/FGFR1/EPHA2/NTRK1/PDE2A/PDGFRA/NTRK2/MST1R/DOK1/ERBB2/CSF1/EPHB4/EPHB3/CSF1R/IGF1R/INSRR",28
"GO:0051924","GO:0051924","regulation of calcium ion transport","89/4762","253/18805",0.351778656126482,1.38916371870191,3.62900115427819,0.000286217397778559,0.00636329806187966,0.00524908704302561,"VMP1/CYBA/CAV1/ATP2C2/CEMIP/CACNA2D1/RGS4/PLCG1/SNCA/ANK2/PRKD1/LGALS3/AHNAK/CACNA1C/DMD/PDE4B/OPRD1/SLC8A1/ADRA2A/BCL2/JPH4/WNK3/ADCYAP1R1/THY1/GSTO1/NOS3/STAC2/MYLK/PTGS2/ASPH/CACNB4/CXCR4/FYN/TMC1/TRPC6/PDE4D/CAMK2G/GNAI2/JPH2/PTK2B/DIAPH1/CXCL11/CXCL10/RYR2/CALM1/LYN/BEST1/TMBIM6/F2R/ITGB3/TRPV3/PLPP4/CACNG6/CRHR1/ATP1A2/SRI/UBASH3B/STIM2/PPP3CA/P2RX7/PDPK1/CD4/RGS9/P2RX4/CLIC2/STC2/TMC2/PSEN2/GRIN1/CORO1A/HES1/MIR21/PTPN6/JPH1/GPER1/STC1/P2RX5/BIN1/CXCL12/CBARP/G6PD/CHD7/MCHR1/ATP2B1/PRNP/PDGFB/SELENON/KCNN4/P2RY6",89
"GO:0008347","GO:0008347","glial cell migration","29/4762","63/18805",0.46031746031746,1.81778031106045,3.78607163687845,0.000289948830177245,0.00640117802006687,0.00528033423524847,"RELN/TGFB2/NTN1/FOXG1/EPHA4/BMERB1/DISC1/APCDD1/COL3A1/NDN/CSPG4/CDK5R1/CDK5R2/LAMB1/GLI3/NR2E1/SRGAP2C/WDR47/ADGRG1/P2RX4/SOCS7/CSF1/SRGAP2/MIR221/MMP14/SCRIB/LRP8/SUN1/TIAM1",29
"GO:0034113","GO:0034113","heterotypic cell-cell adhesion","29/4762","63/18805",0.46031746031746,1.81778031106045,3.78607163687845,0.000289948830177245,0.00640117802006687,0.00528033423524847,"DSP/PERP/DSC2/CD44/DSG2/PARVA/JAM3/ITGA4/NRCAM/MBP/THY1/ITGAX/MYADM/CXADR/IL1RN/ITGB1/ITGA7/ITGB3/IZUMO1/CD47/IL1B/JUP/MAPK7/MIR221/ITGAD/GCNT2/FLOT1/ITGA5/ITGB2",29
"GO:0010959","GO:0010959","regulation of metal ion transport","133/4762","403/18805",0.330024813895782,1.30325842614661,3.58362663257953,0.000294767986721274,0.00648489570786803,0.00534939298843523,"VMP1/CYBA/ATP2B4/CAV1/ATP2C2/ABCC9/CEMIP/FGF12/CACNA2D1/RGS4/PLCG1/SNCA/CNTN1/KCNG1/ANK2/PRKD1/FXYD6/LGALS3/KCNC2/AHNAK/CACNA1C/KCNJ2/DMD/PDE4B/NKAIN1/OPRD1/SLC8A1/UTRN/ADRA2A/DRD2/BCL2/JPH4/SCN3B/KCNN2/WNK3/ADCYAP1R1/THY1/GSTO1/NOS3/CNKSR3/ADORA1/NKAIN3/SPTBN4/STAC2/MYLK/TESC/AMIGO1/PTGS2/KCNC1/ASPH/CACNB4/FGF14/CXCR4/KCNAB3/FYN/TMC1/TRPC6/PDE4D/WNK2/CHP1/CAMK2G/GNAI2/JPH2/PTK2B/DIAPH1/ADRB2/CXCL11/ITGB1/CXCL10/RYR2/CALM1/SERPINE2/LYN/BEST1/TMBIM6/F2R/ITGB3/SCN4B/TRPV3/PLPP4/CACNG6/CRHR1/ATP1A2/SRI/UBASH3B/STIM2/GCK/PPP3CA/ACTN2/P2RX7/NKAIN2/PDPK1/CD4/AKAP7/RGS9/P2RX4/CLIC2/SIK1/SLC31A2/WNK4/STC2/FXYD5/KCNIP1/TMC2/PSEN2/GRIN1/CORO1A/HES1/MIR21/PTPN6/JPH1/FXYD3/FXYD2/GPER1/STC1/P2RX5/BIN1/FHL1/CXCL12/CBARP/G6PD/CHD7/MCHR1/ATP2B1/KCNIP3/PRNP/PDGFB/SELENON/FGF13/SLMAP/KCNG3/KCNN4/P2RY6",133
"GO:0048546","GO:0048546","digestive tract morphogenesis","24/4762","49/18805",0.489795918367347,1.93418988763082,3.81287843237901,0.000301303582643145,0.00660566257225284,0.00544901362177735,"EGFR/SMAD3/SOX11/FGFR2/BCL2/HLX/SFRP1/GLI2/DACT1/SIX2/TP63/SHOX2/GLI3/GATA4/HOXA13/TCF21/PDGFRA/SOX10/NOTCH1/WNT5A/EPHB3/BBS7/GLI1/ID2",24
"GO:0003279","GO:0003279","cardiac septum development","45/4762","111/18805",0.405405405405405,1.60093419753227,3.69766155859345,0.000302630019344919,0.00661178526693362,0.00545406423499784,"ENG/NOTCH2/NRP1/TGFB2/PARVA/ROBO1/ROBO2/ZFPM2/SOX11/ANK2/PROX1/FGFR2/FZD1/LMO4/SOX4/NOS3/BMP4/SMO/TGFBR3/TBX20/DNAH11/TBX2/HEY2/DAND5/GATA6/GATA4/TBX1/XIRP2/SMAD6/DHRS3/HOXA13/HEYL/SALL4/PDE2A/PTK7/NOG/FGFRL1/NOTCH1/WNT5A/HES1/PAX8/RBM15/CHD7/EGLN1/RARB",45
"GO:0042476","GO:0042476","odontogenesis","53/4762","136/18805",0.389705882352941,1.53893723596116,3.67313580738332,0.00030367991037412,0.00661184466931791,0.00545411323604772,"PERP/TGFB2/COL1A2/ITGB6/BCL11B/PHEX/TNFRSF11B/FGFR2/NGFR/DLX1/ANKH/APCDD1/BMP4/TFAP2A/SMO/RUNX2/DLX2/FST/FGFR1/GLI2/DLX3/WDR72/HAND2/ACP4/LAMB1/TGFB3/TP63/GATA6/PRKCB/AXIN2/PPARA/GLI3/TCIRG1/TBX1/WLS/TSPEAR/BCOR/EDN1/PDGFRA/SP6/EDA/BMP2/ACVR2A/CSF1/LHX8/SOSTDC1/PAX9/SERPINE1/AQP3/AQP1/RSPO2/COL1A1/SLC24A4",53
"GO:0098773","GO:0098773","skin epidermis development","52/4762","133/18805",0.390977443609023,1.54395859451232,3.66594641809803,0.000313797647837565,0.00680865411837247,0.00561646142702215,"CLDN4/SFN/EGFR/CDH3/PKP3/DKK1/TGFB2/CD109/MET/FLG/FGFR2/STMN1/NGFR/BCL2/APCDD1/IGFBP5/FUZ/SMO/LGR5/KDF1/FST/HRNR/IL18/GLI2/DLX3/UGCG/LSR/FOXE1/EXT1/TP63/GATA6/SOX18/PDGFA/ALX4/LHX2/NFKBIZ/ZDHHC21/GRHL1/EDA/PLEC/ABCA12/NOTCH1/DNASE1L2/PLA2G10/WNT5A/SOSTDC1/FZD6/GORAB/CYP26B1/FOXQ1/ERCC2/ALOX12",52
"GO:0048663","GO:0048663","neuron fate commitment","32/4762","72/18805",0.444444444444444,1.75509823136871,3.73814293612325,0.00031898956247611,0.00689760307354163,0.00568983545469283,"ESRP1/FOXG1/PRRX1/PAX6/POU4F1/EYA1/BCL11B/PROX1/MYT1L/ZNF521/FOXA1/DLX1/POU3F2/LMO4/BMP4/DLX2/GLI2/NKX2-2/SIX1/NFIB/NOTCH3/GLI3/GBX1/TLX3/FOXN4/ISL2/FEZF2/FEV/NOTCH1/HOXC10/LBX1/ID2",32
"GO:0046321","GO:0046321","positive regulation of fatty acid oxidation","11/4762","16/18805",0.6875,2.71491757664847,3.99614537132133,0.000320326156777888,0.00690286468906344,0.00569417576338061,"IRS1/CPT1A/ABCD2/AKT2/TWIST1/IRS2/PPARGC1A/PPARA/KLHL25/MLYCD/PPARD",11
"GO:1904888","GO:1904888","cranial skeletal system development","33/4762","75/18805",0.44,1.73754724905502,3.7268461036381,0.000324999629436009,0.00694466385213398,0.0057286559092341,"GRHL2/SMAD3/TGFB2/PRRX1/PAX5/FREM1/FGFR2/MMP16/LHX1/BMP4/MTHFD1L/TFAP2A/RUNX2/IRF6/DLX2/TWIST1/SIX2/SIX1/FOXE1/TGFB3/EXT1/TP63/FOXN3/GLI3/HOXA1/TBX1/PDGFRA/NOG/SIX4/MMP14/TBX15/HOXA2/WDR19",33
"GO:0036215","GO:0036215","response to stem cell factor","25/4762","52/18805",0.480769230769231,1.89854375989403,3.77829093554331,0.000327351910452521,0.00694466385213398,0.0057286559092341,"EGFR/DDR2/EPHA3/MET/ERBB4/EPHA4/EPHA6/FGFR2/NTRK3/EPHA7/EPHA5/EPHB1/INSR/FGFR1/EPHA2/NTRK1/PDGFRA/NTRK2/MST1R/ERBB2/EPHB4/EPHB3/CSF1R/IGF1R/INSRR",25
"GO:0036216","GO:0036216","cellular response to stem cell factor stimulus","25/4762","52/18805",0.480769230769231,1.89854375989403,3.77829093554331,0.000327351910452521,0.00694466385213398,0.0057286559092341,"EGFR/DDR2/EPHA3/MET/ERBB4/EPHA4/EPHA6/FGFR2/NTRK3/EPHA7/EPHA5/EPHB1/INSR/FGFR1/EPHA2/NTRK1/PDGFRA/NTRK2/MST1R/ERBB2/EPHB4/EPHB3/CSF1R/IGF1R/INSRR",25
"GO:0038109","GO:0038109","Kit signaling pathway","25/4762","52/18805",0.480769230769231,1.89854375989403,3.77829093554331,0.000327351910452521,0.00694466385213398,0.0057286559092341,"EGFR/DDR2/EPHA3/MET/ERBB4/EPHA4/EPHA6/FGFR2/NTRK3/EPHA7/EPHA5/EPHB1/INSR/FGFR1/EPHA2/NTRK1/PDGFRA/NTRK2/MST1R/ERBB2/EPHB4/EPHB3/CSF1R/IGF1R/INSRR",25
"GO:0007044","GO:0007044","cell-substrate junction assembly","40/4762","96/18805",0.416666666666667,1.64540459190816,3.6917497052742,0.000327765256245791,0.00694466385213398,0.0057286559092341,"ITGA6/ITGA2/PHLDB2/SDC4/SMAD3/NRP1/LAMA3/RHOD/DLC1/GPM6B/EPHA3/PTPRJ/BCL2/THY1/COL16A1/CDH11/CORO2B/SFRP1/FMN1/CTTN/ACTG1/VCL/THBS1/PTEN/PTK2B/SORBS1/TSC1/ITGB3/FAM107A/PTPRK/DUSP22/ACTN2/TESK2/TRIP6/PLEC/STON1/MMP14/COL17A1/CAMSAP3/ITGA5",40
"GO:0001656","GO:0001656","metanephros development","39/4762","93/18805",0.419354838709677,1.65602010540434,3.69307721833533,0.000330726538706173,0.00697818813396978,0.00575631010234274,"YAP1/ROBO2/FRAS1/EYA1/GPC3/GDNF/BCL2/FOXD1/LHX1/BMP4/GREB1L/SMO/HOXA11/FMN1/FBN1/SIX2/SIX1/IRX3/PDGFA/GLI3/CTSH/GDF11/CITED1/TCF21/PDGFRA/AKR1B1/SIX4/WNT7B/STAT1/SLC22A1/KIF26B/HES1/NKX3-1/PAX8/DLG5/LAMB2/PKD1/AQP1/PDGFB",39
"GO:0051279","GO:0051279","regulation of release of sequestered calcium ion into cytosol","36/4762","84/18805",0.428571428571429,1.69241615167697,3.70366911676414,0.00033361706558855,0.00697818813396978,0.00575631010234274,"CYBA/CEMIP/PLCG1/SNCA/ANK2/PRKD1/CACNA1C/DMD/SLC8A1/JPH4/THY1/GSTO1/ASPH/PDE4D/JPH2/PTK2B/DIAPH1/CXCL11/CXCL10/RYR2/CALM1/LYN/F2R/ITGB3/ATP1A2/SRI/UBASH3B/PDPK1/CLIC2/CORO1A/PTPN6/JPH1/GPER1/CHD7/SELENON/P2RY6",36
